0;Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
851;786;02/08/2006;27;31;26;11;10;41;000;0;;;000;19;25.70008;1521;31983;SIM;854.52784;000;000
852;787;05/08/2006;37;31;20;60;34;54;000;0;;;000;40;16.92247;1955;34493;SIM;2.039.10064;000;000
853;788;09/08/2006;31;57;17;19;29;44;000;0;;;000;62;10.76388;3247;20475;SIM;3.206.98150;000;000
854;789;12/08/2006;60;39;31;38;06;50;000;0;;;000;13;62.48248;1808;44756;SIM;9.027.55948;000;000
855;790;16/08/2006;22;02;19;28;43;06;000;0;;;000;71;11.71734;5884;14086;SIM;10.483.43910;000;000
856;791;19/08/2006;42;35;19;09;14;58;000;1;;SP;12.212.21394;114;8.66554;5756;17097;NÃO;000;000;000
857;792;23/08/2006;43;56;09;45;29;34;000;0;;;000;32;15.84465;1949;25917;SIM;887.30041;000;000
858;793;26/08/2006;03;51;33;15;16;57;000;0;;;000;62;10.38712;3629;17679;SIM;2.014.30206;000;000
859;794;30/08/2006;56;47;55;38;42;03;000;0;;;000;15;37.00671;1730;31966;SIM;7.393.14445;000;000
860;795;02/09/2006;14;36;21;29;26;48;000;0;;;000;76;11.02920;4389;19027;SIM;8.860.02816;000;000
861;796;06/09/2006;19;24;43;34;39;05;000;0;;;000;80;9.97490;4883;16281;SIM;10.256.51412;000;000
862;797;09/09/2006;58;48;52;47;12;06;000;0;;;000;66;12.56642;3447;23970;SIM;11.707.93501;000;000
863;798;13/09/2006;32;09;04;52;29;03;000;0;;;000;48;19.61077;4104;22850;SIM;13.355.23988;000;000
864;799;16/09/2006;29;35;19;57;42;55;000;0;;;000;56;19.33065;4675;23069;SIM;20.861.42908;000;000
865;800;20/09/2006;01;07;56;11;37;38;000;0;;;000;44;26.41164;4497;25744;SIM;22.895.12515;000;000
866;801;23/09/2006;20;22;11;19;48;42;000;0;;;000;73;19.40693;5791;24372;SIM;25.374.36034;000;000
867;802;27/09/2006;14;24;60;06;18;48;000;0;;;000;117;12.28780;8216;17432;SIM;27.890.28763;000;000
868;803;30/09/2006;10;57;28;03;05;21;000;0;;;000;193;8.99304;12055;14344;SIM;30.927.68790;000;000
869;804;04/10/2006;13;59;37;56;03;47;000;1;;SP;34.172.20225;134;13.83588;9937;18588;NÃO;000;000;000
870;805;07/10/2006;30;02;48;60;43;36;000;0;;;000;62;14.42843;3489;25542;SIM;11.073.17939;000;000
871;806;12/10/2006;60;41;47;26;35;18;000;0;;;000;50;18.51881;3179;29017;SIM;12.693.57474;000;000
872;807;14/10/2006;08;27;02;32;56;49;000;0;;;000;130;7.26248;6188;15201;SIM;14.345.78999;000;000
873;808;18/10/2006;15;21;31;46;02;57;000;0;;;000;44;24.44608;3844;27876;SIM;16.228.13827;000;000
874;809;21/10/2006;25;23;11;05;30;15;000;0;;;000;121;8.58238;7669;13490;SIM;24.143.85718;000;000
875;810;25/10/2006;04;33;01;48;05;37;000;0;;;000;75;17.50565;6450;20279;SIM;26.441.47282;30.000.00000;000
876;811;28/10/2006;32;57;28;41;10;47;000;2;;RS;14.597.90239;89;17.68431;5508;28467;NÃO;000;000;000
877;;SP;;;;;;;;;;;;;;;;;;;
878;812;01/11/2006;57;39;54;11;38;13;000;0;;;000;57;9.69624;2116;26021;SIM;967.19974;000;000
879;813;04/11/2006;23;15;56;46;09;45;000;0;;;000;43;14.64797;3244;19343;SIM;2.069.45959;000;000
880;814;08/11/2006;11;02;46;50;08;41;000;0;;;000;37;18.44244;2534;26827;SIM;9.203.29018;000;000
881;815;11/11/2006;57;50;09;39;37;19;000;0;;;000;56;17.52889;3621;27006;SIM;10.921.12158;000;000
882;816;16/11/2006;21;47;40;52;30;20;000;0;;;000;21;39.70811;1885;44069;SIM;12.380.39481;000;000
883;817;18/11/2006;34;43;29;30;10;52;000;0;;;000;27;34.36435;2469;37437;SIM;14.004.11017;16.000.00000;000
884;818;22/11/2006;44;41;22;08;09;25;000;0;;;000;58;16.86513;4935;19747;SIM;15.715.92016;000;000
885;819;25/11/2006;51;05;58;46;25;19;000;0;;;000;105;11.13290;5868;19846;SIM;23.874.66270;000;000
886;820;29/11/2006;17;45;32;21;10;46;000;2;;SP;13.046.32038;82;15.45629;5102;24747;NÃO;000;000;000
887;;SP;;;;;;;;;;;;;;;;;;;
888;821;02/12/2006;04;29;38;36;33;42;000;0;;;000;37;17.46293;3307;19464;SIM;1.130.72480;000;000
889;822;06/12/2006;04;17;41;10;27;52;000;0;;;000;31;19.93152;2585;23813;SIM;2.212.00951;000;000
890;823;09/12/2006;15;26;59;01;54;51;000;0;;;000;22;35.18077;2144;35962;SIM;3.566.46883;000;000
891;824;13/12/2006;33;48;06;07;20;09;000;0;;;000;53;14.75339;5002;15573;SIM;10.044.00479;000;000
892;825;16/12/2006;28;21;40;10;41;47;000;0;;;000;52;19.45375;4148;24296;SIM;11.814.29588;000;000
893;826;19/12/2006;45;06;08;07;53;27;000;0;;;000;68;9.18818;3571;17430;SIM;12.907.68909;000;000
894;827;21/12/2006;24;56;30;51;42;18;000;0;;;000;47;21.02173;4106;23972;SIM;14.636.72567;000;000
895;828;23/12/2006;23;50;53;42;28;38;000;0;;;000;29;40.11462;3478;33321;SIM;16.672.54256;000;000
896;829;31/12/2006;32;50;14;47;10;56;000;0;;;000;162;18.31120;10814;27327;SIM;30.306.45518;000;000
897;830;03/01/2007;53;51;02;41;13;49;000;0;;;000;94;24.13505;7705;29334;SIM;34.276.67077;000;000
898;831;06/01/2007;03;50;48;42;32;33;000;0;;;000;117;31.71610;12045;30690;SIM;40.770.54192;000;000
899;832;10/01/2007;17;49;15;33;39;23;000;1;;GO;52.807.31717;510;13.48658;37086;18477;NÃO;000;000;000
900;833;13/01/2007;53;58;57;16;46;13;000;0;;;000;40;19.40881;2678;28880;SIM;1.358.61666;000;000
901;834;17/01/2007;44;10;17;16;51;34;000;1;;SP;2.820.32356;42;19.88717;3073;27078;NÃO;000;000;000
902;835;20/01/2007;58;31;57;49;33;18;000;0;;;000;40;28.89386;4078;28234;SIM;20.109.13083;000;000
903;836;24/01/2007;28;22;38;17;52;59;000;0;;;000;64;20.98159;4859;27531;SIM;22.459.06962;000;000
904;837;27/01/2007;16;05;24;34;06;60;000;1;;GO;25.067.47309;73;20.41803;6233;23823;NÃO;000;000;000
905;838;31/01/2007;09;30;47;38;23;44;000;0;;;000;41;16.25665;2825;23505;SIM;1.166.41458;000;000
906;839;03/02/2007;11;18;08;07;37;43;000;0;;;000;77;11.09288;5314;16013;SIM;9.548.38811;000;000
907;840;07/02/2007;43;29;35;59;31;17;000;0;;;000;94;11.60323;5512;19713;SIM;11.457.11869;000;000
908;841;10/02/2007;36;51;32;22;38;07;000;0;;;000;67;18.65613;5162;24123;SIM;13.644.54997;000;000
909;842;14/02/2007;51;44;60;09;07;30;000;0;;;000;58;21.16539;4700;26020;SIM;15.792.83751;000;000
910;843;17/02/2007;34;48;01;16;45;36;000;0;;;000;68;19.91421;5642;23910;SIM;18.162.62875;000;000
911;844;24/02/2007;54;24;44;57;34;16;000;0;;;000;91;18.84639;7679;22250;SIM;29.460.72237;000;000
912;845;28/02/2007;40;48;19;20;14;52;000;0;;;000;67;26.27783;5308;33043;SIM;32.541.79804;000;000
913;846;03/03/2007;47;54;02;50;03;44;000;0;;;000;82;24.62143;6231;32279;SIM;36.074.97392;000;000
914;847;07/03/2007;42;14;44;27;15;48;000;1;;RS;40.484.38884;242;10.41184;14062;17850;NÃO;000;000;000
915;848;10/03/2007;56;34;17;32;47;27;000;1;;MG;1.351.04904;90;8.57809;4602;16713;NÃO;000;000;000
916;849;14/03/2007;08;39;09;58;44;49;000;0;;;000;33;20.40837;2208;30387;SIM;10.859.51156;000;000
917;850;17/03/2007;60;22;59;25;44;07;000;0;;;000;117;9.69008;6520;17322;SIM;12.843.55594;000;000
918;851;21/03/2007;16;32;35;58;19;03;000;3;;SP;4.966.31244;177;6.63561;7593;15410;NÃO;000;000;000
919;;SP;;;;;;;;;;;;;;;;;;;
920;;SP;;;;;;;;;;;;;;;;;;;
921;852;24/03/2007;14;38;06;23;44;34;000;0;;;000;42;16.05124;3489;19250;SIM;1.179.76612;000;000
922;853;28/03/2007;51;30;59;46;38;56;000;0;;;000;17;43.28728;1465;50041;SIM;2.467.56279;000;000
923;854;31/03/2007;17;03;24;27;44;25;000;0;;;000;88;10.15039;7056;12611;SIM;9.795.11503;000;000
924;855;04/04/2007;42;03;24;53;43;31;000;0;;;000;59;16.96653;3478;28673;SIM;11.546.90914;000;000
925;856;07/04/2007;11;40;41;47;15;42;000;0;;;000;37;25.67852;2924;32371;SIM;13.209.59304;000;000
926;857;11/04/2007;17;59;49;02;03;50;000;0;;;000;71;17.12648;4732;25600;SIM;15.337.55786;000;000
927;858;14/04/2007;31;37;54;23;04;18;000;2;;PR;8.889.53774;185;7.54137;8821;15756;NÃO;000;000;000
928;;SP;;;;;;;;;;;;;;;;;;;
929;859;18/04/2007;46;47;12;57;34;09;000;0;;;000;35;18.29699;3275;19480;SIM;7.624.01241;000;000
930;860;23/04/2007;22;08;17;42;44;02;000;0;;;000;111;8.60266;6853;13882;SIM;9.295.07941;000;000
931;861;25/04/2007;42;40;60;59;47;39;000;1;;ES;10.840.76096;34;25.97784;2296;38323;NÃO;000;000;000
932;862;28/04/2007;19;35;12;02;11;08;000;1;;RS;1.152.21130;99;6.65057;5632;11646;NÃO;000;000;000
933;863;02/05/2007;32;53;50;57;15;24;000;0;;;000;25;18.97551;1454;32504;SIM;830.17833;000;000
934;864;05/05/2007;31;11;33;42;57;08;000;0;;;000;47;16.05356;2926;25690;SIM;6.807.40000;000;000
935;865;09/05/2007;27;23;41;51;26;53;000;0;;;000;28;31.42415;2694;32536;SIM;8.347.18358;000;000
936;866;12/05/2007;36;48;27;40;05;46;000;0;;;000;46;23.17432;3704;28671;SIM;10.212.71583;000;000
937;867;16/05/2007;54;26;28;19;44;10;000;0;;;000;51;20.69948;4381;24006;SIM;12.060.14451;000;000
938;868;19/05/2007;57;51;21;22;25;40;000;0;;;000;37;32.36999;3453;34554;SIM;14.156.10129;16.000.00000;000
939;869;23/05/2007;29;42;50;51;49;27;000;1;;SP;16.192.43664;57;20.41439;3912;29632;NÃO;000;9.000.00000;000
940;870;26/05/2007;52;08;43;34;40;21;000;0;;;000;26;34.48820;2923;30561;SIM;8.272.81082;10.000.00000;000
941;871;30/05/2007;17;05;58;01;47;10;000;0;;;000;80;12.45339;6225;15945;SIM;10.016.28493;12.000.00000;000
942;872;02/06/2007;18;55;58;43;31;05;000;0;;;000;81;14.74774;4636;25670;SIM;12.106.77743;14.000.00000;000
943;873;06/06/2007;57;59;04;34;19;30;000;0;;;000;70;17.93261;5051;24759;SIM;14.303.52262;17.000.00000;000
944;874;09/06/2007;59;20;52;42;44;10;000;0;;;000;32;39.61501;3024;41762;SIM;23.535.08088;26.000.00000;000
945;875;13/06/2007;53;18;36;58;24;20;000;1;;SP;26.631.94324;153;11.56624;8240;21395;NÃO;000;1.500.00000;000
946;876;16/06/2007;04;12;41;45;60;08;000;0;;;000;30;29.21933;3847;22700;SIM;1.534.01485;3.000.00000;000
947;877;20/06/2007;13;15;20;31;28;36;000;0;;;000;69;14.44064;4817;20607;SIM;3.277.72223;5.000.00000;000
948;878;23/06/2007;37;12;43;38;11;54;000;0;;;000;33;29.97093;3702;26616;SIM;5.008.54330;7.000.00000;000
949;879;27/06/2007;29;10;46;35;42;28;000;0;;;000;45;21.99508;3852;25598;SIM;13.767.45424;16.000.00000;000
950;880;30/06/2007;51;30;49;25;37;46;000;0;;;000;46;28.15403;4314;29907;SIM;16.033.85370;18.000.00000;000
951;881;04/07/2007;43;24;04;51;18;56;000;0;;;000;99;14.33670;6959;20319;SIM;18.517.68608;22.000.00000;000
952;882;07/07/2007;42;45;44;60;41;17;000;1;;SC;21.492.98224;81;20.98974;6642;25500;NÃO;000;1.300.00000;000
953;883;11/07/2007;21;37;60;32;52;53;000;0;;;000;13;51.89942;1494;44989;SIM;1.180.71167;2.500.00000;000
954;884;14/07/2007;22;11;02;14;39;12;000;0;;;000;56;15.84682;4752;18605;SIM;10.204.57730;12.000.00000;000
955;885;18/07/2007;13;04;31;33;47;51;000;0;;;000;114;9.25488;6503;16163;SIM;12.050.92617;14.000.00000;000
956;886;21/07/2007;50;55;37;33;59;17;000;0;;;000;100;12.42233;5764;21470;SIM;14.224.83441;17.000.00000;000
957;887;25/07/2007;44;12;32;21;01;34;000;0;;;000;79;15.88622;4885;25594;SIM;16.421.10466;20.000.00000;000
958;888;28/07/2007;50;24;40;54;52;60;000;1;;DF;18.947.54896;50;28.87365;3672;39167;NÃO;000;1.000.00000;000
959;889;01/08/2007;34;54;20;39;60;24;000;0;;;000;21;30.88309;1733;37281;SIM;8.190.61489;10.000.00000;000
960;890;04/08/2007;09;21;22;07;17;54;000;0;;;000;105;10.71507;6983;16051;SIM;10.159.50819;12.000.00000;000
961;891;08/08/2007;15;22;19;35;34;16;000;0;;;000;92;13.78111;6400;19735;SIM;12.378.26660;15.000.00000;000
962;892;11/08/2007;01;49;52;42;19;44;000;0;;;000;54;28.07808;4782;31587;SIM;15.031.64465;18.000.00000;000
963;893;15/08/2007;56;53;51;26;18;03;000;0;;;000;105;14.74751;6595;23391;SIM;17.741.49979;21.000.00000;000
964;894;18/08/2007;37;24;44;28;20;41;000;0;;;000;59;31.50225;6653;27831;SIM;30.139.45945;33.000.00000;000
965;895;22/08/2007;02;55;41;43;57;58;000;0;;;000;82;29.36619;6473;37060;SIM;34.353.50677;40.000.00000;000
966;896;25/08/2007;31;11;41;35;22;05;000;0;;;000;98;31.00268;10769;28106;SIM;39.670.46509;45.000.00000;000
967;897;29/08/2007;21;57;46;22;07;43;000;0;;;000;212;18.01932;16644;22865;SIM;46.355.63371;54.000.00000;000
968;898;01/09/2007;04;08;03;54;45;30;000;2;;RO;27.782.05383;596;8.82884;27120;19329;NÃO;000;1.500.00000;000
969;;SC;;;;;;;;;;;;;;;;;;;
970;899;05/09/2007;58;18;54;36;53;20;000;0;;;000;948;95179;3559;25257;SIM;20.867.36142;24.000.00000;000
971;900;08/09/2007;04;21;59;18;38;34;000;1;;DF;23.334.75292;89;15.84200;6184;22714;NÃO;000;1.500.00000;000
972;901;12/09/2007;32;34;16;13;56;33;000;0;;;000;100;9.38113;5617;16639;SIM;1.641.69841;3.500.00000;000
973;902;15/09/2007;52;55;23;50;58;18;000;0;;;000;68;17.23757;3490;33459;SIM;3.692.96985;6.000.00000;000
974;903;19/09/2007;17;05;32;55;20;41;000;0;;;000;62;19.34640;4688;25489;SIM;5.792.05430;8.000.00000;000
975;904;22/09/2007;32;44;59;53;48;51;000;0;;;000;72;18.87408;4007;33786;SIM;15.768.45893;18.000.00000;000
976;905;26/09/2007;04;15;57;55;02;16;000;1;;RJ;18.405.50318;89;16.93126;6223;24123;NÃO;000;1.500.00000;000
977;906;29/09/2007;35;39;29;24;07;14;000;1;;MT;1.583.11571;49;18.46199;4239;21260;NÃO;000;1.500.00000;000
978;907;03/10/2007;09;41;53;37;36;51;000;0;;;000;25;32.08072;2244;35605;SIM;1.403.53154;3.000.00000;000
979;908;06/10/2007;19;01;09;25;50;52;000;0;;;000;120;8.66071;6205;16686;SIM;3.222.28126;5.000.00000;000
980;909;10/10/2007;42;17;26;38;28;22;000;0;;;000;48;21.30142;4586;22211;SIM;11.605.71534;14.000.00000;000
981;910;13/10/2007;53;29;36;03;15;27;000;0;;;000;107;10.61833;6512;17381;SIM;13.593.99794;16.000.00000;000
982;911;17/10/2007;49;46;01;29;06;28;000;1;;MT;15.981.77255;63;21.65782;5376;25284;NÃO;000;1.500.00000;000
983;912;20/10/2007;26;21;54;04;19;29;000;0;;;000;62;13.41210;4474;18516;SIM;1.455.21296;3.000.00000;000
984;913;24/10/2007;30;14;59;36;46;38;000;1;;DF;2.915.78213;27;30.91151;2683;30990;NÃO;000;1.200.00000;000
985;914;27/10/2007;33;51;09;23;45;12;000;0;;;000;64;12.40606;4731;16720;SIM;7.590.41967;10.000.00000;000
986;915;31/10/2007;20;28;49;26;17;48;000;1;;GO;9.448.26816;44;24.12791;3580;29543;NÃO;000;1.500.00000;000
987;916;03/11/2007;33;37;05;38;28;36;000;0;;;000;144;4.64818;3220;20709;SIM;1.171.34129;2.500.00000;000
988;917;07/11/2007;23;59;25;47;46;30;000;0;;;000;61;14.13349;3491;24603;SIM;2.680.09197;4.000.00000;000
989;918;10/11/2007;38;44;08;04;12;52;000;0;;;000;135;7.59136;6883;14833;SIM;4.473.55036;6.000.00000;000
990;919;14/11/2007;43;25;41;60;31;03;000;0;;;000;37;28.44193;3505;29910;SIM;12.153.03242;14.000.00000;000
991;920;17/11/2007;17;57;55;24;52;05;000;0;;;000;94;12.65772;6584;18004;SIM;14.235.22659;16.000.00000;000
992;921;21/11/2007;35;41;01;57;09;48;000;0;;;000;62;21.39520;4365;30275;SIM;16.556.60548;20.000.00000;000
993;922;24/11/2007;41;49;45;19;13;12;000;0;;;000;136;11.82104;8735;18336;SIM;19.370.01434;22.000.00000;000
994;923;28/11/2007;53;39;02;50;57;15;000;0;;;000;90;19.37044;6122;28368;SIM;22.420.85789;26.000.00000;000
995;924;01/12/2007;51;27;60;21;20;02;000;0;;;000;90;22.08188;7236;27361;SIM;35.717.12733;40.000.00000;000
996;925;05/12/2007;52;37;46;08;22;36;000;1;;SP;40.628.61364;132;21.26185;10214;27374;NÃO;000;1.200.00000;000
997;926;08/12/2007;40;41;34;33;21;59;000;0;;;000;24;35.59969;2019;42158;SIM;1.495.18673;3.000.00000;000
998;927;12/12/2007;36;26;31;23;19;33;000;0;;;000;45;20.51791;3499;26288;SIM;3.110.97195;5.000.00000;000
999;928;15/12/2007;32;10;49;60;04;33;18.230.08050;1;;SC;5.077.02942;43;26.12701;4246;26359;NÃO;000;1.000.00000;000
1000;929;19/12/2007;16;49;35;39;57;27;000;0;;;000;42;18.09416;3095;24461;SIM;9.414.51905;11.000.00000;000
1001;930;22/12/2007;46;20;55;37;28;49;000;0;;;000;73;18.34490;5481;24381;SIM;11.758.07940;16.000.00000;000
1002;931;31/12/2007;17;34;07;36;39;19;000;0;;;000;245;9.39397;14573;15793;SIM;15.785.74206;20.000.00000;000
1003;932;05/01/2008;02;21;42;53;36;17;000;1;;RN;19.685.65501;196;11.37001;10515;21194;NÃO;000;1.300.00000;000
1004;933;09/01/2008;25;39;45;51;08;14;000;0;;;000;66;11.71222;3308;23368;SIM;1.352.76106;3.000.00000;000
1005;934;12/01/2008;25;48;44;03;21;01;000;0;;;000;55;17.28983;5101;18642;SIM;12.508.36608;15.000.00000;000
1006;935;16/01/2008;07;45;18;13;29;31;000;0;;;000;243;5.39661;10898;12033;SIM;14.803.27465;17.000.00000;000
1007;936;19/01/2008;05;33;14;29;44;22;000;2;;RJ;8.699.13789;144;10.29763;9280;15979;NÃO;000;1.200.00000;000
1008;;RS;;;;;;;;;;;;;;;;;;;
1009;937;23/01/2008;22;41;02;30;21;52;000;0;;;000;20;36.41365;1763;41309;SIM;1.274.47780;3.000.00000;000
1010;938;26/01/2008;35;15;27;57;50;59;000;0;;;000;39;23.40666;3235;28218;SIM;2.871.98233;5.000.00000;000
1011;939;30/01/2008;06;23;19;50;37;49;000;0;;;000;103;9.21678;5670;16743;SIM;11.264.17477;13.500.00000;000
1012;940;02/02/2008;25;33;51;31;05;37;000;0;;;000;109;11.63512;6936;18285;SIM;13.483.57363;15.000.00000;000
1013;941;06/02/2008;11;15;10;27;60;53;000;0;;;000;37;20.20651;3406;21951;SIM;14.791.94507;16.000.00000;000
1014;942;09/02/2008;05;52;18;08;59;42;000;0;;;000;73;20.89058;5310;28720;SIM;17.460.71685;20.000.00000;000
1015;943;13/02/2008;47;41;58;03;23;12;000;1;;RS;20.498.36641;116;14.96379;7783;22302;NÃO;000;1.100.00000;000
1016;944;16/02/2008;16;58;43;37;52;59;000;0;;;000;21;38.43228;2669;30239;SIM;9.017.08500;11.000.00000;000
1017;945;20/02/2008;44;08;59;54;04;27;000;0;;;000;118;9.97416;6615;17792;SIM;11.076.74893;13.000.00000;000
1018;946;23/02/2008;59;01;47;05;52;12;000;0;;;000;92;15.02980;6373;21697;SIM;13.496.54646;16.000.00000;000
1019;947;27/02/2008;33;11;03;58;14;05;000;1;;SP;16.035.42427;95;15.27145;8955;16201;NÃO;000;1.500.00000;000
1020;948;01/03/2008;22;44;41;46;52;54;000;0;;;000;30;27.17727;2141;38081;SIM;1.426.80641;3.000.00000;000
1021;949;05/03/2008;44;01;51;52;41;23;000;0;;;000;28;31.58090;2679;33008;SIM;10.111.84901;12.000.00000;000
1022;950;08/03/2008;48;59;49;41;42;23;000;0;;;000;43;30.11109;3953;32754;SIM;12.377.70864;15.000.00000;000
1023;951;12/03/2008;49;24;39;34;55;14;000;0;;;000;41;33.96992;3894;35767;SIM;14.815.05033;17.000.00000;000
1024;952;15/03/2008;54;11;27;18;02;30;000;0;;;000;132;11.94728;7126;22131;SIM;17.574.87051;20.000.00000;000
1025;953;19/03/2008;55;48;01;39;16;42;000;1;;MG;20.509.95137;71;23.62238;5055;33179;NÃO;000;1.200.00000;000
1026;954;22/03/2008;08;05;24;18;57;33;000;0;;;000;81;7.84836;5213;12195;SIM;9.334.36734;11.000.00000;000
1027;955;26/03/2008;35;05;32;21;33;12;000;2;;MG;5.678.96392;90;12.84801;6180;18711;NÃO;000;1.200.00000;000
1028;;SP;;;;;;;;;;;;;;;;;;;
1029;956;29/03/2008;46;51;47;59;54;57;000;1;;SP;1.385.10995;38;20.82872;2468;32070;NÃO;000;1.300.00000;000
1030;957;02/04/2008;50;32;25;34;57;24;000;0;;;000;24;30.24728;2210;32848;SIM;1.270.38550;2.500.00000;000
1031;958;05/04/2008;13;22;07;33;51;48;000;3;;BA;978.20514;269;3.53528;8718;10909;NÃO;000;1.300.00000;000
1032;;RJ;;;;;;;;;;;;;;;;;;;
1033;;SP;;;;;;;;;;;;;;;;;;;
1034;959;09/04/2008;57;03;05;11;33;39;000;0;;;000;138;5.37640;7139;10393;SIM;6.756.74586;8.500.00000;000
1035;960;12/04/2008;34;06;33;18;53;19;000;0;;;000;73;15.29906;4852;23018;SIM;8.711.20148;11.000.00000;000
1036;961;16/04/2008;16;53;02;04;21;36;000;0;;;000;81;15.33015;7193;17263;SIM;10.884.25008;13.000.00000;000
1037;962;19/04/2008;02;48;49;40;55;11;000;1;;RS;13.272.50839;41;33.28583;3554;38400;NÃO;000;1.200.00000;000
1038;963;23/04/2008;37;17;15;50;48;59;000;0;;;000;30;20.26981;2644;22999;SIM;1.064.16504;2.300.00000;000
1039;964;26/04/2008;42;13;33;20;08;26;000;0;;;000;125;7.09723;6128;14477;SIM;9.139.86010;11.000.00000;000
1040;965;30/04/2008;36;39;57;58;05;30;000;0;;;000;61;18.62579;3934;28881;SIM;11.128.16261;13.000.00000;000
1041;966;03/05/2008;01;58;26;28;04;41;000;0;;;000;55;21.20652;4397;26526;SIM;13.169.29024;15.000.00000;000
1042;967;07/05/2008;18;14;57;30;13;05;000;0;;;000;91;15.76806;7445;19274;SIM;15.680.35375;18.000.00000;000
1043;968;10/05/2008;30;04;13;60;51;01;000;0;;;000;124;13.30865;9572;17241;SIM;18.568.33065;22.000.00000;000
1044;969;14/05/2008;56;35;50;13;41;25;000;1;;PE;21.823.61422;82;22.68490;6898;26967;NÃO;000;11.000.00000;000
1045;970;17/05/2008;57;34;05;54;28;21;000;3;;GO;3.712.46776;108;10.99248;6144;19323;NÃO;000;1.300.00000;000
1046;;PE;;;;;;;;;;;;;;;;;;;
1047;;SP;;;;;;;;;;;;;;;;;;;
1048;971;21/05/2008;04;14;33;44;11;45;000;0;;;000;66;11.50875;4390;17302;SIM;1.329.26036;2.700.00000;000
1049;972;24/05/2008;33;18;15;56;31;34;000;3;;PE;912.43575;723;1.11286;4082;19711;NÃO;000;1.200.00000;000
1050;;SC;;;;;;;;;;;;;;;;;;;
1051;;SP;;;;;;;;;;;;;;;;;;;
1052;973;28/05/2008;53;36;08;30;01;47;000;0;;;000;36;19.67925;2274;31155;SIM;1.239.79294;2.500.00000;000
1053;974;31/05/2008;45;20;38;31;16;12;000;0;;;000;93;10.30756;4213;22753;SIM;8.440.37333;11.000.00000;000
1054;975;04/06/2008;33;09;37;40;41;30;000;0;;;000;55;25.19137;4524;30626;SIM;10.865.04323;13.500.00000;000
1055;976;07/06/2008;28;53;38;23;14;25;000;0;;;000;74;21.15288;6395;24477;SIM;13.604.34057;16.000.00000;000
1056;977;11/06/2008;17;03;09;32;07;05;000;1;;SP;16.584.11163;452;3.76710;24482;6955;NÃO;000;1.300.00000;000
1057;978;14/06/2008;42;58;12;18;16;27;000;0;;;000;69;13.22026;4616;19761;SIM;1.596.34674;3.500.00000;000
1058;979;18/06/2008;28;03;39;51;31;15;000;0;;;000;42;23.26138;3714;26305;SIM;11.484.48411;13.000.00000;000
1059;980;21/06/2008;35;17;59;15;36;29;000;0;;;000;88;16.05457;6837;20664;SIM;13.956.88871;16.000.00000;000
1060;981;25/06/2008;08;41;53;01;58;34;000;0;;;000;74;20.20029;4974;30053;SIM;16.572.82597;19.000.00000;000
1061;982;28/06/2008;12;24;08;40;43;49;000;0;;;000;125;14.10262;8510;20715;SIM;19.657.77524;23.000.00000;000
1062;983;02/07/2008;38;45;40;16;32;22;000;1;;SC;24.038.18079;244;10.25856;9930;25207;NÃO;000;1.500.00000;000
1063;984;05/07/2008;46;20;04;43;47;10;000;0;;;000;38;26.31369;2643;37833;SIM;11.966.68694;15.000.00000;000
1064;985;09/07/2008;04;56;18;59;46;16;000;0;;;000;55;26.21560;4846;29754;SIM;14.489.93827;17.000.00000;000
1065;986;12/07/2008;32;06;31;24;15;19;000;0;;;000;120;15.04378;7953;22699;SIM;17.649.13228;21.000.00000;000
1066;987;16/07/2008;47;27;13;31;34;58;000;0;;;000;193;10.70760;10923;18919;SIM;21.265.62387;25.000.00000;000
1067;988;19/07/2008;48;17;46;56;60;08;000;0;;;000;73;31.76736;6874;33736;SIM;25.323.90399;30.000.00000;000
1068;989;23/07/2008;38;21;27;02;29;32;000;0;;;000;130;23.43738;10296;29593;SIM;44.005.35343;52.000.00000;000
1069;990;26/07/2008;29;18;02;15;10;39;000;2;;MG;26.586.14051;290;18.06291;20863;25108;NÃO;000;2.000.00000;000
1070;;RO;;;;;;;;;;;;;;;;;;;
1071;991;30/07/2008;08;38;60;41;15;09;000;0;;;000;36;26.82395;3028;31891;SIM;1.689.90871;4.000.00000;000
1072;992;02/08/2008;06;08;04;01;25;28;000;0;;;000;330;3.73121;13216;9317;SIM;3.844.68543;6.000.00000;000
1073;993;06/08/2008;26;25;42;60;05;24;000;0;;;000;68;18.53943;5121;24618;SIM;6.166.99280;8.500.00000;331.75821
1074;994;09/08/2008;44;40;58;29;03;20;000;0;;;000;47;31.78628;3838;38925;SIM;21.402.60280;25.000.00000;724.90425
1075;995;13/08/2008;04;54;55;36;16;31;000;0;;;000;76;24.99148;6790;27973;SIM;24.901.41033;30.000.00000;1.224.73392
1076;996;16/08/2008;21;23;20;07;29;15;000;2;;SC;14.458.25767;165;13.20987;11901;18315;NÃO;000;1.500.00000;1.798.32037
1077;;SP;;;;;;;;;;;;;;;;;;;
1078;997;20/08/2008;18;53;55;32;09;17;000;0;;;000;40;22.38242;3203;27952;SIM;1.649.23073;3.600.00000;2.033.92478
