0;Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1823;1665;31/12/2014;20;11;16;01;56;05;871.318.16000;4;BRASÍLIA;DF;65.823.88816;2581;19.76432;168546;43236;NÃO;000;3.000.00000;000
1824;SANTA RITA DO TRIVELATO;MT;;;;;;;;;;;;;;;;;;;
1825;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1826;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1827;1666;03/01/2015;51;27;01;23;45;02;21.277.95000;0;;;000;82;15.19180;5042;35295;SIM;2.294.76072;5.000.00000;327.82298
1828;1667;07/01/2015;51;24;56;07;12;44;33.084.06750;1;VILA VELHA;ES;5.862.77449;143;13.54491;7934;34875;NÃO;000;3.000.00000;837.53925
1829;1668;10/01/2015;47;40;55;57;52;05;32.118.30250;0;;;000;42;44.77097;3171;84713;SIM;3.463.85902;7.500.00000;1.332.37626
1830;1669;14/01/2015;29;28;31;48;45;49;36.129.24250;0;;;000;54;39.17042;3941;76673;SIM;15.671.92310;20.000.00000;1.889.00861
1831;1670;17/01/2015;01;33;30;17;47;19;50.271.03750;0;;;000;132;22.29652;10142;41456;SIM;21.093.49813;27.000.00000;2.663.51933
1832;1671;21/01/2015;21;31;56;55;45;27;52.997.99750;0;;;000;71;43.70129;5343;82960;SIM;26.809.16731;34.000.00000;3.480.04352
1833;1672;24/01/2015;20;10;01;05;42;03;61.771.23500;1;SOROCABA;SP;33.471.00288;566;6.38944;28440;18165;NÃO;000;3.000.00000;4.431.73433
1834;1673;28/01/2015;35;10;47;05;24;23;29.731.45000;0;;;000;97;17.94476;7613;32662;SIM;3.206.44440;7.500.00000;4.889.79783
1835;1674;31/01/2015;42;59;30;58;50;22;39.749.83750;0;;;000;49;47.49331;2994;1.11039;SIM;23.391.43362;30.000.00000;5.502.21159
1836;1675;04/02/2015;36;03;35;56;18;34;55.279.07000;1;JUNDIAÍ;SP;29.353.10938;139;23.28301;10903;42404;NÃO;000;3.000.00000;6.353.87957
1837;1676;07/02/2015;02;01;37;51;48;11;32.091.40750;0;;;000;46;40.84361;4406;60917;SIM;3.460.95848;7.000.00000;6.848.30223
1838;1677;11/02/2015;52;33;15;28;51;10;36.118.03750;2;PARÁ DE MINAS;MG;3.678.08824;154;13.73083;7597;39762;NÃO;000;3.000.00000;7.404.76196
1839;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1840;1678;14/02/2015;35;52;17;19;09;11;31.537.91750;0;;;000;111;16.63425;6955;37925;SIM;3.401.26630;6.000.00000;7.890.65716
1841;1679;18/02/2015;28;02;01;46;27;47;19.905.83000;1;Curitiba;PR;5.548.04814;35;33.29702;3289;50618;NÃO;000;15.000.00000;8.197.34029
1842;1680;21/02/2015;37;46;47;51;23;38;43.477.55500;1;PORTO ALEGRE;RS;16.547.48501;298;8.54166;5821;62468;NÃO;000;3.000.00000;8.867.18588
1843;1681;25/02/2015;01;33;08;11;06;50;28.112.36250;1;SÃO PAULO;SP;3.031.83086;90;18.28723;6663;35287;NÃO;000;3.000.00000;9.300.30458
1844;1682;28/02/2015;13;39;51;37;35;07;30.538.31250;0;;;000;201;8.89493;8761;29153;SIM;3.293.46201;7.000.00000;9.770.79918
1845;1683;04/03/2015;48;04;12;34;32;33;36.221.13750;1;SANTO ANDRÉ;SP;7.199.79902;80;26.50729;6925;43745;NÃO;000;3.000.00000;10.328.84734
1846;1684;07/03/2015;09;12;31;50;18;39;32.477.13500;0;;;000;49;38.80385;4143;65562;SIM;15.082.79662;20.000.00000;10.829.21277
1847;1685;11/03/2015;39;46;18;51;31;03;49.359.46250;0;;;000;134;21.56546;7584;54433;SIM;20.406.06112;26.000.00000;11.589.67915
1848;1686;14/03/2015;44;37;09;55;14;46;59.111.81000;3;SANTA TERESA;ES;8.927.02865;117;29.57887;8999;54938;NÃO;000;3.000.00000;12.500.39700
1849;IBIUNA;SP;;;;;;;;;;;;;;;;;;;
1850;SERTÃOZINHO;SP;;;;;;;;;;;;;;;;;;;
1851;1687;18/03/2015;15;58;24;37;46;49;29.437.40500;1;RECIFE;PE;3.174.73256;75;22.97902;4522;54445;NÃO;000;3.000.00000;12.953.93024
1852;1688;21/03/2015;18;23;42;56;32;30;31.473.99500;0;;;000;47;39.20552;4355;60444;SIM;3.394.37246;7.000.00000;13.438.84061
1853;1689;25/03/2015;41;02;53;05;13;27;35.477.09000;2;REDENÇÃO;PA;3.610.23313;185;11.22715;9634;30798;NÃO;000;19.000.00000;13.985.42545
1854;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1855;1690;28/03/2015;24;45;53;35;26;21;45.880.45250;0;;;000;63;42.63638;5708;67226;SIM;18.835.39950;25.000.00000;14.692.29177
1856;1691;01/04/2015;39;45;58;10;01;24;53.645.92000;0;;;000;145;21.66017;9387;47797;SIM;24.620.94512;32.000.00000;15.518.79830
1857;1692;04/04/2015;44;56;13;14;27;11;52.625.21250;0;;;000;180;17.11648;12447;35360;SIM;30.296.41060;38.000.00000;16.329.57910
1858;1693;08/04/2015;19;18;38;05;21;15;68.053.73000;0;;;000;178;22.38335;13997;40664;SIM;37.635.79370;46.000.00000;17.378.06241
1859;1694;11/04/2015;34;29;20;37;57;45;85.939.43000;1;TOLEDO;PR;46.904.09393;348;14.45794;10854;66221;NÃO;000;25.000.00000;18.702.10532
1860;1695;15/04/2015;36;43;38;24;58;44;48.540.87000;0;;;000;128;22.20193;8910;45564;SIM;25.988.37292;33.000.00000;19.449.95988
1861;1696;18/04/2015;12;01;31;37;17;46;64.179.53250;1;DIAMANTINA;MG;32.909.93588;135;27.83274;9824;54639;NÃO;000;3.000.00000;20.438.75461
1862;1697;22/04/2015;08;30;23;51;53;58;25.022.14250;0;;;000;62;23.62794;3593;58245;SIM;2.698.56023;6.000.00000;20.824.26323
1863;1698;25/04/2015;24;44;28;13;45;11;37.797.41000;0;;;000;132;16.76414;8869;35643;SIM;6.774.89333;11.000.00000;21.406.59654
1864;1699;29/04/2015;01;10;30;33;38;06;41.964.38250;0;;;000;189;12.99907;9424;37242;SIM;26.045.12594;33.000.00000;22.053.12914
1865;1700;02/05/2015;58;41;48;50;15;18;50.524.51750;1;CAMBUCI;RJ;31.494.03801;65;45.50740;5380;78544;NÃO;000;2.500.00000;22.831.54517
1866;1701;05/05/2015;09;03;18;40;32;56;18.715.64000;1;RIBEIRA DO POMBAL;BA;2.018.42355;59;18.57145;3328;47034;NÃO;000;2.000.00000;23.119.89141
1867;1702;07/05/2015;39;52;17;35;19;33;25.567.42500;1;ARAPIRACA;AL;2.757.36725;139;10.76876;5963;35860;NÃO;000;3.000.00000;23.513.80104
1868;1703;09/05/2015;49;03;35;39;23;26;29.544.59000;0;;;000;75;23.06269;4451;55515;SIM;3.186.29213;7.000.00000;23.968.98563
1869;1704;13/05/2015;11;07;59;51;32;01;35.585.57750;0;;;000;74;28.15370;6399;46511;SIM;17.866.18180;23.000.00000;24.517.24191
1870;1705;16/05/2015;50;37;51;27;29;25;53.402.39750;0;;;000;60;52.10779;6095;73279;SIM;23.625.46427;30.000.00000;25.339.99657
1871;1706;20/05/2015;12;31;34;48;36;56;58.536.96250;1;CAMPO GRANDE;MS;29.938.49360;136;25.19907;10756;45517;NÃO;000;3.000.00000;26.241.85793
1872;1707;23/05/2015;36;27;20;07;16;52;29.751.63500;0;;;000;65;26.79728;4048;61470;SIM;3.208.62129;6.500.00000;26.700.23241
1873;1708;27/05/2015;38;50;29;45;17;32;37.147.63850;0;;;000;72;30.20591;4174;74434;SIM;7.214.87856;12.000.00000;27.272.55489
1874;1709;30/05/2015;30;07;47;35;19;42;46.378.37400;0;;;000;102;26.62003;6499;59684;SIM;27.483.98427;33.000.00000;27.987.09253
1875;1710;03/06/2015;59;56;07;28;21;58;61.393.62950;0;;;000;90;39.93687;6845;75014;SIM;34.105.09625;42.000.00000;28.932.96569
1876;1711;06/06/2015;38;22;50;45;26;39;65.167.42400;0;;;000;85;44.88537;6112;89174;SIM;41.133.20024;50.000.00000;29.936.98056
1877;1712;10/06/2015;50;19;59;02;29;12;91.459.52200;0;;;000;169;31.68366;9443;81005;SIM;50.996.82522;65.000.00000;31.346.06986
1878;1713;13/06/2015;03;29;10;16;23;27;113.128.51900;2;MARINGÁ;PR;31.598.69207;388;17.07000;21476;44056;NÃO;000;3.000.00000;33.089.00685
1879;RIO DE JANEIRO;RJ;;;;;;;;;;;;;;;;;;;
1880;1714;17/06/2015;51;02;24;52;36;08;31.632.68150;0;;;000;106;17.47123;5421;48803;SIM;28.004.27191;33.000.00000;33.576.36205
1881;1715;20/06/2015;20;16;35;40;60;53;53.936.66600;0;;;000;58;54.44391;4649;97033;SIM;33.821.17357;40.000.00000;34.407.34801
1882;1716;24/06/2015;25;36;02;53;42;41;64.542.46750;1;SÃO PAULO;SP;40.781.87795;62;60.94626;5896;91555;NÃO;000;3.000.00000;35.401.73437
1883;1717;27/06/2015;09;58;16;44;02;37;30.559.85450;0;;;000;122;14.66509;4934;51802;SIM;3.295.78525;6.800.00000;35.872.56083
1884;1718;01/07/2015;30;53;04;31;47;32;34.530.77250;0;;;000;49;41.25755;3197;90335;SIM;7.019.82166;11.500.00000;36.404.56604
1885;1719;04/07/2015;44;22;31;54;34;01;44.572.66800;0;;;000;45;57.98950;3009;1.23891;SIM;27.292.50036;33.000.00000;37.091.28372
1886;1720;07/07/2015;49;39;18;31;57;23;35.765.58650;0;;;000;47;44.55133;3410;87721;SIM;31.149.70761;35.000.00000;37.642.31334
1887;1721;09/07/2015;12;33;04;38;36;19;48.722.99950;1;ITAPEVI;SP;36.404.33156;188;15.17292;9668;42149;NÃO;000;3.000.00000;38.392.97391
1888;1722;11/07/2015;41;39;09;49;23;58;29.760.64000;0;;;000;33;52.79849;2640;94283;SIM;3.209.59245;7.000.00000;38.851.48713
1889;1723;15/07/2015;27;60;30;14;46;52;35.168.28000;0;;;000;54;38.12857;3169;92816;SIM;7.002.38206;11.000.00000;39.393.31424
1890;1724;18/07/2015;27;39;37;58;60;33;43.592.83250;0;;;000;53;48.15401;4281;85165;SIM;24.787.80264;32.000.00000;40.064.93588
1891;1725;22/07/2015;26;31;30;18;16;34;57.555.03950;0;;;000;51;66.07032;5054;95245;SIM;30.994.93463;37.500.00000;40.951.66904
1892;1726;25/07/2015;42;54;57;03;49;10;65.189.19750;0;;;000;111;34.38316;7581;71919;SIM;38.025.38682;46.000.00000;41.956.01937
1893;1727;29/07/2015;04;06;41;40;19;20;77.569.43600;1;SÃO PAULO;SP;46.391.00923;122;37.22408;8814;73605;NÃO;000;3.000.00000;43.151.10829
1894;1728;01/08/2015;28;39;08;59;42;03;32.686.38100;0;;;000;45;42.52531;3617;75581;SIM;3.525.12452;7.500.00000;43.654.69752
1895;1729;04/08/2015;53;14;44;07;23;43;22.178.41500;0;;;000;39;33.29347;2553;72656;SIM;23.215.41162;27.000.00000;43.996.39370
1896;1730;06/08/2015;01;24;10;17;42;51;43.268.16200;2;PORTO ALEGRE;RS;13.940.87415;195;12.99053;10089;35868;NÃO;000;3.000.00000;44.663.01324
1897;SANTA MARIA;RS;;;;;;;;;;;;;;;;;;;
1898;1731;08/08/2015;59;49;43;05;27;18;29.924.88100;0;;;000;68;25.76420;4160;60163;SIM;3.227.30534;7.000.00000;45.124.05687
1899;1732;12/08/2015;25;60;34;53;45;38;35.367.28650;1;RIO DE JANEIRO;RJ;7.041.55717;73;28.36430;3177;93106;NÃO;000;3.000.00000;45.668.95000
1900;1733;15/08/2015;05;09;41;14;03;46;30.881.08100;1;BAIXO GUANDÚ;ES;3.330.42853;63;28.69757;4818;53606;NÃO;000;3.000.00000;46.144.72552
1901;1734;19/08/2015;52;29;17;41;12;25;28.068.84500;0;;;000;64;25.67661;3315;70816;SIM;14.382.56960;19.000.00000;46.577.17377
1902;1735;22/08/2015;46;16;33;45;34;06;45.267.95350;0;;;000;86;30.81666;4779;79222;SIM;19.264.57758;25.000.00000;47.274.60349
1903;1736;26/08/2015;13;32;12;41;24;29;51.536.63550;0;;;000;105;28.73558;6581;65496;SIM;24.822.64342;31.000.00000;48.068.61291
1904;1737;29/08/2015;59;05;51;42;50;08;61.137.59400;0;;;000;73;49.03190;5770;88619;SIM;31.416.14277;39.000.00000;49.010.54140
1905;1738;02/09/2015;53;46;28;48;37;12;66.754.38700;1;GUAÍRA;PR;38.615.39578;96;40.71007;6889;81043;NÃO;000;3.000.00000;50.039.00613
1906;1739;05/09/2015;34;17;09;46;10;32;30.926.21700;0;;;000;51;35.50176;4020;64342;SIM;20.663.83042;27.000.00000;50.515.47706
1907;1740;09/09/2015;38;15;47;25;10;53;38.464.53100;0;;;000;62;36.32135;4599;69950;SIM;24.812.11045;30.000.00000;51.108.08851
1908;1741;12/09/2015;49;18;20;32;15;48;58.440.90000;1;Curitiba;PR;31.114.77974;82;41.72499;6448;75803;NÃO;000;3.000.00000;52.008.46985
1909;1742;16/09/2015;23;27;21;19;52;11;28.516.89400;0;;;000;83;20.11488;4483;53202;SIM;3.075.45831;7.000.00000;52.447.82104
1910;1743;19/09/2015;34;31;29;04;10;35;35.694.19700;0;;;000;40;52.24333;3955;75482;SIM;6.924.96643;11.500.00000;52.997.75079
1911;1744;23/09/2015;12;09;56;29;14;42;38.474.61100;0;;;000;96;23.46368;5272;61037;SIM;24.604.51133;30.000.00000;53.590.51752
1912;1745;26/09/2015;13;47;60;18;52;09;54.631.75550;0;;;000;128;24.98782;6976;65498;SIM;30.496.37624;38.500.00000;54.432.21252
1913;1746;30/09/2015;37;40;06;58;41;18;65.809.13500;0;;;000;106;36.34741;5849;94102;SIM;37.593.68676;45.000.00000;55.446.11404
1914;1747;03/10/2015;53;34;59;33;48;06;82.048.24250;2;ITAÍ;SP;23.221.16726;93;51.65109;8700;78876;NÃO;000;3.000.00000;56.710.20659
1915;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1916;1748;07/10/2015;02;53;13;49;10;41;29.340.97950;0;;;000;76;22.60238;3731;65772;SIM;3.164.33337;7.000.00000;57.162.25423
1917;1749;10/10/2015;33;13;14;03;43;29;38.169.18000;0;;;000;78;28.64913;7101;44956;SIM;25.583.87058;31.000.00000;57.750.31528
1918;1750;13/10/2015;17;41;48;15;20;31;20.345.40550;0;;;000;23;51.78831;1865;91239;SIM;27.778.05926;32.000.00000;58.063.77083
1919;1751;15/10/2015;42;22;51;23;57;15;45.196.46950;0;;;000;47;56.29889;4580;82534;SIM;32.652.35792;40.000.00000;58.760.09922
1920;1752;17/10/2015;36;53;55;37;60;09;59.290.88200;0;;;000;70;49.58874;5668;87488;SIM;39.046.69513;46.000.00000;59.673.57598
1921;1753;21/10/2015;54;08;45;29;35;15;76.858.87300;1;BRASÍLIA;DF;47.335.68552;149;30.19958;8929;71992;NÃO;000;3.000.00000;60.857.71748
1922;1754;24/10/2015;20;31;40;30;27;53;29.782.63750;0;;;000;22;79.25627;1958;1.27217;SIM;18.903.48352;23.000.00000;61.316.56961
1923;1755;28/10/2015;48;05;30;18;08;02;48.595.98100;0;;;000;123;23.13069;8784;46270;SIM;24.144.40892;30.000.00000;62.065.27325
1924;1756;31/10/2015;28;13;06;14;45;35;59.598.89600;0;;;000;134;26.03914;10310;48347;SIM;30.571.96448;39.000.00000;62.983.49549
1925;1757;04/11/2015;43;13;28;56;37;25;59.273.74600;0;;;000;311;11.15823;11196;44278;SIM;36.964.45362;44.000.00000;63.896.70823
1926;1758;07/11/2015;06;23;16;11;42;36;82.781.16000;0;;;000;230;21.07157;13800;50170;SIM;45.892.14425;55.000.00000;65.172.09263
1927;1759;10/11/2015;02;14;21;60;22;51;60.938.66450;0;;;000;70;50.96689;5957;85557;SIM;73.559.49068;80.000.00000;66.110.95627
1928;1760;13/11/2015;25;10;24;47;48;36;119.796.09600;0;;;000;206;34.04620;14689;68209;SIM;86.479.12704;110.000.00000;67.956.61862
1929;1761;14/11/2015;53;36;10;09;50;55;165.510.50250;0;;;000;176;55.05618;17821;77676;SIM;104.328.91997;130.000.00000;70.506.58905
1930;1762;18/11/2015;45;59;42;55;32;26;237.608.90650;0;;;000;219;63.52019;18595;1.06871;SIM;129.954.30154;170.000.00000;74.167.35786
1931;1763;21/11/2015;21;09;15;36;12;31;297.383.73000;0;;;000;689;25.26918;43184;57595;SIM;162.026.21193;200.000.00000;78.749.05937
1932;1764;25/11/2015;06;07;41;39;29;55;401.527.96250;1;BRASÍLIA;DF;205.329.75389;401;58.62254;33850;99209;NÃO;000;100.000.00000;84.935.27966
1933;1765;28/11/2015;01;28;56;37;06;58;88.630.71000;0;;;000;185;28.04825;9138;81120;SIM;92.385.56900;105.000.00000;86.300.78631
1934;1766;02/12/2015;60;23;22;46;53;41;90.839.12600;0;;;000;70;75.97454;7088;1.07187;SIM;102.182.28621;110.000.00000;87.700.31735
1935;1767;05/12/2015;44;26;39;35;16;45;94.503.94100;0;;;000;84;65.86639;7608;1.03890;SIM;112.374.24231;125.000.00000;89.156.31109
1936;1768;09/12/2015;35;11;07;50;34;05;94.529.39300;0;;;000;156;35.47607;12402;63748;SIM;122.568.94334;135.000.00000;90.612.69697
1937;1769;12/12/2015;32;44;54;60;47;37;97.673.34150;0;;;000;105;54.46029;7782;1.04973;SIM;164.704.56973;175.000.00000;92.117.52071
1938;1770;16/12/2015;34;30;41;11;27;26;104.834.27150;0;;;000;110;55.79609;8861;98949;SIM;176.010.61985;187.000.00000;93.732.67074
1939;1771;19/12/2015;38;02;27;28;32;20;109.030.38300;0;;;000;123;51.89621;10330;88275;SIM;187.769.20755;195.000.00000;95.412.46900
1940;1772;22/12/2015;27;39;19;41;12;45;89.096.14350;2;CAMPOS BELOS;GO;98.688.97476;244;21.37777;13112;56830;NÃO;000;3.000.00000;96.785.14644
1941;SANTOS;SP;;;;;;;;;;;;;;;;;;;
1942;1773;24/12/2015;45;41;39;30;15;59;33.889.65650;0;;;000;36;55.11348;2312;1.22595;SIM;3.654.89404;6.000.00000;97.307.27417
1943;1774;26/12/2015;01;52;30;60;20;12;22.142.15850;0;;;000;37;35.03575;2707;68411;SIM;128.027.18892;280.000.00000;128.027.18892
1944;1775;31/12/2015;31;02;51;42;18;56;620.312.11200;6;ÁGUA BRANCA;AL;41.088.91905;827;43.91349;62767;82655;NÃO;000;1.500.00000;000
1945;GUAÇUÍ;ES;;;;;;;;;;;;;;;;;;;
1946;VILA VELHA;ES;;;;;;;;;;;;;;;;;;;
1947;VITÓRIA;ES;;;;;;;;;;;;;;;;;;;
1948;VITÓRIA;ES;;;;;;;;;;;;;;;;;;;
1949;CERQUILHO;SP;;;;;;;;;;;;;;;;;;;
1950;1776;02/01/2016;39;11;48;14;19;10;7.895.43650;0;;;000;17;27.19070;1051;62830;SIM;851.49825;2.500.00000;121.64263
1951;1777;06/01/2016;55;04;44;38;19;52;30.249.28200;0;;;000;62;28.12917;3484;71510;SIM;4.064.14566;7.500.00000;580.59228
1952;1778;09/01/2016;04;38;48;10;45;40;36.261.57150;0;;;000;37;56.50391;3457;86393;SIM;7.915.33273;12.000.00000;1.130.76188
1953;1779;12/01/2016;25;56;30;12;39;57;23.299.38450;0;;;000;30;44.77718;2162;88761;SIM;16.920.63096;19.000.00000;1.484.26596
1954;1780;14/01/2016;20;06;33;22;31;34;36.562.28450;0;;;000;30;70.26606;3095;97298;SIM;20.803.75549;24.000.00000;2.038.99804
1955;1781;16/01/2016;22;08;52;01;53;49;41.885.58500;2;MANAUS;AM;12.626.12254;54;44.72027;3941;87537;NÃO;000;3.000.00000;2.674.49657
1956;PRATA;MG;;;;;;;;;;;;;;;;;;;
1957;1782;20/01/2016;34;57;47;18;06;52;26.275.64800;0;;;000;110;13.77192;3430;63094;SIM;2.790.62467;6.000.00000;3.073.15725
1958;1783;23/01/2016;38;16;21;04;18;06;33.740.12600;0;;;000;67;29.03390;4886;56875;SIM;6.374.01975;10.000.00000;3.585.07085
1959;1784;27/01/2016;30;15;54;55;26;04;33.471.11950;0;;;000;32;60.30507;2896;95193;SIM;21.406.84755;25.000.00000;4.092.90300
1960;1785;30/01/2016;27;05;42;54;41;11;46.080.24050;0;;;000;91;29.19490;6410;59209;SIM;26.300.83365;30.000.00000;4.792.04388
1961;1786;02/02/2016;34;08;02;21;25;06;29.553.64300;0;;;000;76;22.41977;5065;48058;SIM;29.439.60020;33.000.00000;5.240.43912
1962;1787;04/02/2016;01;29;13;25;05;26;43.102.76250;2;JUNDIAÍ;SP;17.008.68052;167;14.88066;8897;39902;NÃO;000;3.000.00000;5.894.40497
1963;SÃO CAETANO DO SUL;SP;;;;;;;;;;;;;;;;;;;
1964;1788;06/02/2016;42;45;56;13;03;59;24.935.75000;0;;;000;41;35.06486;3508;58546;SIM;2.648.31980;3.500.00000;6.272.73638
1965;1789;10/02/2016;57;59;06;25;43;58;15.395.56200;0;;;000;16;55.47651;1574;80561;SIM;14.902.45879;18.000.00000;6.506.32170
1966;1790;13/02/2016;28;13;11;26;50;27;43.155.86100;0;;;000;72;34.55738;5672;62667;SIM;19.485.85898;24.000.00000;7.161.09317
1967;1791;17/02/2016;55;12;50;18;53;46;44.687.38750;0;;;000;36;71.56753;3703;99395;SIM;24.231.91609;30.000.00000;7.839.10136
1968;1792;20/02/2016;47;41;18;17;02;16;50.964.90000;0;;;000;85;34.56892;6593;63668;SIM;29.644.68107;35.000.00000;8.612.35352
1969;1793;24/02/2016;56;13;22;54;14;58;52.274.47050;1;IPUIUNA;MG;35.196.52996;80;37.67326;5158;83472;NÃO;000;3.000.00000;9.405.47481
1970;1794;27/02/2016;01;05;37;60;34;40;27.706.77000;1;CUIABÁ;MT;2.942.61804;64;24.95971;3568;63958;NÃO;000;18.000.00000;9.825.84883
1971;1795;02/03/2016;55;50;42;58;47;30;38.128.14600;0;;;000;48;45.79711;2549;1.23200;SIM;18.655.34692;24.000.00000;10.404.33857
1972;1796;05/03/2016;54;22;48;34;23;53;48.610.31000;1;Curitiba;PR;23.818.04093;48;58.38761;4783;83707;NÃO;000;3.000.00000;11.141.86630
1973;1797;08/03/2016;02;57;35;13;54;14;15.407.59850;0;;;000;32;27.75994;2516;50438;SIM;1.636.37541;3.500.00000;11.375.63423
1974;1798;10/03/2016;09;28;45;02;23;53;23.534.40600;0;;;000;88;15.41893;4315;44921;SIM;4.135.86444;6.600.00000;11.732.70411
1975;1799;12/03/2016;53;01;03;04;51;39;29.701.61250;0;;;000;39;43.90854;3102;78863;SIM;17.663.32620;21.000.00000;12.183.34437
1976;1800;16/03/2016;31;56;16;06;11;19;41.343.14800;1;TERESÓPOLIS;RJ;22.054.20588;96;24.82938;5710;59635;NÃO;000;3.000.00000;12.810.61292
1977;1801;19/03/2016;19;45;43;06;54;34;27.371.06750;0;;;000;82;19.24471;3265;69046;SIM;2.906.96451;6.500.00000;13.225.89358
1978;1802;23/03/2016;06;14;02;17;44;13;29.632.22500;0;;;000;99;17.25689;6229;39181;SIM;6.054.07693;9.000.00000;13.675.48108
1979;1803;26/03/2016;04;29;08;49;38;50;28.428.84100;0;;;000;35;46.83005;2641;88659;SIM;9.073.38305;13.000.00000;14.106.81053
1980;1804;30/03/2016;20;50;48;59;28;21;34.551.69200;0;;;000;23;86.61140;2088;1.36293;SIM;23.512.82015;28.000.00000;14.631.03741
1981;1805;02/04/2016;17;49;27;22;57;31;48.568.74750;0;;;000;53;52.83414;4693;85239;SIM;28.671.09998;34.000.00000;15.367.93454
1982;1806;06/04/2016;11;42;55;58;35;20;55.654.59550;0;;;000;86;37.31094;5047;90824;SIM;34.581.93755;40.000.00000;16.212.33992
1983;1807;09/04/2016;43;15;22;01;16;25;67.545.25750;0;;;000;94;41.42863;7609;73114;SIM;41.755.63170;50.000.00000;17.237.15339
1984;1808;13/04/2016;20;25;45;02;41;14;76.614.12150;0;;;000;141;31.32732;9208;68529;SIM;49.892.49127;60.000.00000;18.399.56191
1985;1809;16/04/2016;23;12;54;46;09;24;85.960.51800;0;;;000;188;26.36178;13704;51663;SIM;81.342.04256;90.000.00000;19.703.77629
1986;1810;20/04/2016;56;10;43;50;01;25;103.207.06900;1;CABROBÓ;PE;92.303.22584;266;22.36976;14324;59344;NÃO;000;2.500.00000;21.269.65963
1987;1811;23/04/2016;32;37;05;35;17;57;24.593.30300;0;;;000;82;17.29166;4309;47008;SIM;2.611.94997;6.000.00000;21.642.79535
1988;1812;27/04/2016;45;34;23;20;37;32;29.763.91600;0;;;000;43;39.90756;2976;82374;SIM;5.773.04872;10.000.00000;22.094.38090
1989;1813;30/04/2016;51;09;13;15;19;11;39.165.19250;0;;;000;209;10.80408;9346;34515;SIM;9.932.61701;14.000.00000;22.688.60495
1990;1814;03/05/2016;53;51;27;11;46;09;26.648.07950;0;;;000;51;30.12516;3473;63197;SIM;27.675.01161;31.500.00000;23.092.91626
1991;1815;05/05/2016;60;08;25;39;41;11;45.317.21950;3;CUIABÁ;MT;10.829.32016;84;31.10409;4553;81978;NÃO;000;3.000.00000;23.780.48040
1992;BELÉM;PA;;;;;;;;;;;;;;;;;;;
1993;SANTO ANDRÉ;SP;;;;;;;;;;;;;;;;;;;
1994;1816;07/05/2016;12;10;46;28;22;05;27.317.45100;0;;;000;112;14.06228;6085;36975;SIM;2.901.27013;6.500.00000;24.194.94758
1995;1817;11/05/2016;47;01;26;55;39;04;31.871.61950;0;;;000;49;37.50089;3620;72515;SIM;6.286.21910;10.000.00000;24.678.51174
1996;1818;14/05/2016;10;53;15;02;06;56;39.985.14100;0;;;000;98;23.52373;6394;51506;SIM;10.532.87063;16.000.00000;25.285.17626
1997;1819;18/05/2016;37;26;18;30;33;17;42.065.25050;0;;;000;30;80.84177;4092;84668;SIM;27.454.57298;33.000.00000;25.923.40072
1998;1820;21/05/2016;27;19;23;03;45;40;55.315.21800;0;;;000;182;17.52294;9333;48815;SIM;33.329.36670;40.000.00000;26.762.65699
1999;1821;25/05/2016;53;31;19;52;36;22;60.860.14550;2;SALVADOR;BA;19.896.53179;84;41.77219;6145;81573;NÃO;000;2.500.00000;27.686.04228
2000;BELÉM;PA;;;;;;;;;;;;;;;;;;;
2001;1822;28/05/2016;22;53;26;01;43;50;24.684.45000;0;;;000;23;61.87699;1885;1.07856;SIM;2.621.63030;6.000.00000;28.060.56090
2002;1823;01/06/2016;54;34;59;21;09;04;31.057.12400;0;;;000;70;25.57978;4110;62237;SIM;5.920.07517;10.000.00000;28.531.76732
2003;1824;04/06/2016;19;30;60;12;06;05;38.588.36800;0;;;000;157;14.17067;8192;38797;SIM;24.071.27235;28.500.00000;29.117.23965
2004;1825;07/06/2016;21;54;10;50;51;11;30.719.48950;1;FORTALEZA;CE;27.333.85849;41;43.19801;3176;79665;NÃO;000;2.200.00000;29.583.32340
2005;1826;09/06/2016;43;48;32;19;17;51;23.770.85900;0;;;000;42;32.63091;2476;79073;SIM;2.524.60169;5.000.00000;29.943.98080
2006;1827;11/06/2016;43;33;53;26;54;42;26.673.27250;0;;;000;44;34.95081;2487;88335;SIM;5.357.45636;9.000.00000;30.348.67434
2007;1828;15/06/2016;40;32;11;06;59;48;32.592.36400;0;;;000;36;52.19716;2502;1.07291;SIM;8.818.95253;13.000.00000;30.843.17381
2008;1829;18/06/2016;53;32;30;07;24;13;37.916.87200;0;;;000;103;21.22408;6254;49935;SIM;22.971.30258;27.000.00000;31.418.45803
